AREACD,AREANM,% difference between SPDv1.0 & Census 2011,% difference between SPDv2.0 & Census 2011,% difference between SPDv1.0 & Official estimates 2015,% difference between SPDv2.0 & Official estimates 2015
E07000155,South Northamptonshire,1.256950952,3.085975807,0.304241652,1.954463768
E07000156,Wellingborough,3.541031894,4.454185507,7.163339555,7.901461511
E07000163,Craven,-1.669266799,-0.387121192,-0.624268445,0.445906032
E07000164,Hambleton,-3.878999296,-2.167619454,-4.404593794,-3.280097792
E07000165,Harrogate,-3.367455234,-1.910905854,0.146446186,1.425118438
E07000166,Richmondshire,-2.562524765,2.876235991,-8.12085314,-6.441127321
E07000167,Ryedale,-3.484987678,-2.264744711,-2.500316676,-1.209726289
E07000168,Scarborough,1.321783492,1.98425267,2.320294376,2.90553652
E07000169,Selby,-1.075468852,0.35780419,0.069868828,1.281595115
E07000170,Ashfield,-1.359910266,-0.324540388,-1.020651575,-0.087484426
E07000171,Bassetlaw,-1.65422503,-0.690274042,-0.560348474,0.170801374
E07000172,Broxtowe,-1.172347348,-0.220990598,-2.458132934,-1.343718262
E07000173,Gedling,-1.589910379,-0.389921017,-0.777381805,0.153995556
E07000174,Mansfield,-0.386020378,0.080489323,1.702214857,2.460723065
E07000175,Newark and Sherwood,-0.880291183,0.249590141,-0.519565847,0.60929583
E07000176,Rushcliffe,-4.743633008,-3.338455349,-5.633356014,-4.147817045
E07000177,Cherwell,-1.98128399,-0.435447012,-0.312428688,1.228493323
E07000178,Oxford,4.026058265,4.55134354,0.804371568,2.743251482
E07000179,South Oxfordshire,-1.012291394,0.849966889,0.251008586,2.051777099
E07000180,Vale of White Horse,1.70E-02,1.798432865,-2.16628698,-0.312953269
E07000181,West Oxfordshire,-1.24795242,1.215197755,-0.766276025,0.952710158
E07000187,Mendip,0.30934761,1.028541571,1.901478665,2.961268768
E07000188,Sedgemoor,0.396847823,1.265420442,0.886110139,2.083286291
E07000189,South Somerset,-0.486354211,0.707714436,1.082758076,2.270567614
E07000190,Taunton Deane,-0.422042478,0.177538218,0.474070568,1.393616968
E07000191,West Somerset,-0.702731,0.277133314,2.29943897,3.336929996
E07000192,Cannock Chase,-3.211491598,-2.329387804,-2.554799848,-1.725839544
E07000193,East Staffordshire,-2.991363118,-2.0350334,0.934601897,1.702099199
E07000194,Lichfield,-3.431863578,-1.865106157,-2.711689609,-1.38842521
E07000195,Newcastle-under-Lyme,-3.650297508,-3.150199853,-6.174061093,-5.06513436
E07000196,South Staffordshire,-4.09278012,-3.06442748,-6.233181068,-5.005761961
E07000197,Stafford,-4.987937526,-3.864209263,-4.711980016,-3.805331759
E07000198,Staffordshire Moorlands,-2.41038043,-1.629304076,-2.319416471,-1.390247258
E07000199,Tamworth,0.390949416,1.065616438,2.104375073,2.658275162
E07000200,Babergh,-1.814962406,-0.809692198,-0.805922832,-0.153875436
E07000201,Forest Heath,-14.68198429,-12.56240202,-13.44434846,-11.35899267
E07000202,Ipswich,-4.051223576,-3.131368126,3.206743426,4.18243357
E07000203,Mid Suffolk,-3.083197775,-1.474187114,-2.9572547,-2.161534518
E07000204,St Edmundsbury,-7.818831134,-6.384296662,-6.539292474,-5.601404094
E07000205,Suffolk Coastal,-2.848081236,-1.238356205,-0.775309392,0.171528614
E07000206,Waveney,0.789109292,1.558862963,2.020526336,2.679265274
E07000207,Elmbridge,-5.762613199,-3.24515763,0.627315889,2.797699476
E07000208,Epsom and Ewell,-3.221698537,-0.632915197,-2.53215963,-0.171708623
E07000209,Guildford,0.036275554,1.841301119,-4.093825336,-2.679488011
E07000210,Mole Valley,-3.270198532,-1.46927781,0.526135896,1.61826625
E07000211,Reigate and Banstead,-5.298578657,-3.255588164,-3.596335829,-0.820488583
E07000212,Runnymede,-4.759443546,-1.728575363,-6.176830202,-3.71291452
E07000213,Spelthorne,-2.453787679,0.667746222,1.15888241,3.628260636
E07000214,Surrey Heath,-2.239023072,0.181273264,-0.037021842,1.804326295
E07000215,Tandridge,-3.560268941,-1.538234584,-2.539340918,-0.662263259
E07000216,Waverley,-2.797611274,-1.850488583,-0.473129857,0.741700502
E07000217,Woking,-4.136127824,-2.254025202,2.797441561,5.025385451
E07000218,North Warwickshire,-0.224136541,0.763724333,0.642266711,1.710889237
E07000219,Nuneaton and Bedworth,0.90011493,2.059167053,4.341655718,5.47461589
E07000220,Rugby,-3.23052118,-1.6015428,1.035144053,2.838351516
E07000221,Stratford-on-Avon,1.01263734,2.828548008,3.867714536,5.514211388
E07000222,Warwick,-4.742287493,-2.711481458,-1.800235866,-0.34704813
E07000223,Adur,0.86947146,2.557928802,1.187664878,2.44566997
E07000224,Arun,0.052793598,1.463302012,1.541548351,3.052243537
E07000225,Chichester,1.010351971,3.07327981,2.449835903,3.960812513
E07000226,Crawley,-2.434019702,-0.468452213,0.25848966,1.707270193
E07000227,Horsham,-3.136609819,-1.538245738,-2.571448823,-0.770424283
E07000228,Mid Sussex,-5.542093471,-3.761801815,-4.195423346,-2.412869144
E07000229,Worthing,-2.937075742,-1.287327928,-0.750200537,1.078313636
E07000234,Bromsgrove,-3.102606936,-1.64751547,-2.897389466,-1.103767408
E07000235,Malvern Hills,-2.179748314,-0.915126498,-1.277976071,0.047584165
E07000236,Redditch,-1.055510914,-0.476813766,1.44986127,0.743155156
E07000237,Worcester,-1.012907095,-0.081658091,1.585125485,2.911144064
E07000238,Wychavon,-0.24064858,0.804118286,-0.056484542,1.388107235
E07000239,Wyre Forest,1.697171705,2.045713784,2.373009896,3.288757072
E08000001,Bolton,3.46379216,4.683280259,5.476692936,6.720343516
E08000002,Bury,2.725237258,3.908429725,4.078016171,5.178578262
E08000003,Manchester,-4.580188298,-3.067215294,-1.758740412,0.73876803
E08000004,Oldham,0.735547441,1.76256692,2.775212154,3.931240856
E08000005,Rochdale,1.514983127,2.414732206,2.791168723,3.984064999
E08000006,Salford,-0.679261097,0.487072872,0.250119355,1.968816049
E08000007,Stockport,1.410236771,2.359481124,1.238564356,2.315473446
E08000008,Tameside,3.763363718,5.130223784,5.522824507,6.948618877
E08000009,Trafford,-1.472298313,-0.305214109,-0.652451857,1.126160006
E08000010,Wigan,-1.466311361,-0.613302518,-1.304497194,-0.38207701
E08000011,Knowsley,10.79520465,11.04103143,10.58521104,11.17962383
E08000012,Liverpool,-0.695722856,-0.06953558,1.44E-03,1.352132496
E08000013,St. Helens,2.908159426,3.659915173,2.845314529,3.707121132
E08000014,Sefton,2.693804771,3.069232624,3.474544616,4.255721699
E08000015,Wirral,1.616281009,2.321928352,2.216522365,3.09831848
E08000016,Barnsley,0.308733282,1.187435449,0.513396827,1.404670753
E08000017,Doncaster,-3.153356092,-2.513832578,-1.619659298,-0.815740754
E08000018,Rotherham,0.881744464,1.448008333,2.768909458,3.638799622
E08000019,Sheffield,-3.791234304,-3.274290162,-3.763690273,-2.906197694
E08000037,Gateshead,-2.904653981,-2.278126422,-1.332701198,-0.183555887
E08000021,Newcastle upon Tyne,1.275774958,1.43134237,1.697936698,2.626587335
E08000022,North Tyneside,0.520437575,1.582677439,1.142338969,2.39992896
E08000023,South Tyneside,2.393389456,2.721235202,1.992194833,2.839397075
E08000024,Sunderland,4.888780697,5.09930524,3.783682531,4.172514575
E08000025,Birmingham,-0.305924533,0.703002815,3.063703843,4.196630381
E08000026,Coventry,4.121626766,5.045243518,-1.720546027,-0.341823768
E08000027,Dudley,-1.272228157,-0.41566771,-0.488559786,0.45656754
E08000028,Sandwell,0.151511818,1.669415748,2.98932245,4.472434652
E08000029,Solihull,1.741124642,3.072914816,2.183681214,4.051796892
E08000030,Walsall,-2.13191447,-1.032188071,-0.877593631,0.500949306
E08000031,Wolverhampton,-0.783470516,0.109369432,2.87409734,4.041678326
E08000032,Bradford,-0.891088255,0.476582792,2.694939562,4.020441454
E08000033,Calderdale,-0.142280252,1.235901295,0.704014397,1.917718717
E08000034,Kirklees,-3.477834875,-2.483065213,-2.749497208,-1.564593888
E08000035,Leeds,3.608581376,4.62746959,5.203244732,6.791419206
E08000036,Wakefield,1.36874698,2.2013706,2.525986663,3.460699414
E09000001,City of London,13.23937621,9.516528793,-17.45383566,-17.19917817
E09000002,Barking and Dagenham,-1.453760194,2.000189334,-0.077313007,3.948059887
E09000003,Barnet,-10.50393115,-7.7006358,-8.144527076,-5.340199207
E09000004,Bexley,-2.117660173,-0.273675917,-3.529910498,-1.197660922
E09000005,Brent,-11.50469617,-9.561055904,9.062156875,11.56456433
E09000006,Bromley,-0.99113483,0.74709492,-1.886846161,0.902220977
E09000007,Camden,-10.85729931,-9.433646508,-20.01960847,-17.66050795
E09000008,Croydon,-4.49237646,-1.506431269,-1.04173967,2.32614422
E09000009,Ealing,-3.54203318,-1.649332027,9.910071428,12.338069
E09000010,Enfield,-9.193269056,-5.664239896,-3.665204228,-0.782154001
E09000011,Greenwich,-6.310365032,-4.144442359,-7.395329713,-4.003956356
E09000012,Hackney,-7.16167126,-5.315858262,-8.454685153,-5.188015232
E09000013,Hammersmith and Fulham,-10.20988649,-9.06458879,3.520760272,6.210349517
E09000014,Haringey,-16.18893327,-13.72525354,-4.736759742,-2.501703376
E09000015,Harrow,-12.30780065,-10.63886126,3.618369269,5.616770188
E09000016,Havering,-0.104884666,1.703471656,-1.334440879,0.876996978
E09000017,Hillingdon,-2.275797295,-0.159737978,-1.239731922,1.58611922
E09000018,Hounslow,-0.440559662,1.856161507,7.007143572,9.481192063
E09000019,Islington,-7.331034968,-4.950072098,-12.21967564,-9.572858038
E09000020,Kensington and Chelsea,-37.622442,-36.0930129,-29.64980253,-24.48692858
E09000021,Kingston upon Thames,-4.705437937,-2.432590274,-8.970370781,-6.289445276
E09000022,Lambeth,-2.792379704,-0.341404034,-7.018848408,-2.850911263
E09000023,Lewisham,-3.018557771,-0.701614056,-6.826485494,-4.053297877
E09000024,Merton,-2.487728615,0.610975794,4.932456672,8.727428424
E09000025,Newham,-2.381909416,-0.523184376,-2.084049739,0.71668208
E09000026,Redbridge,-5.533003476,-1.681737829,-3.86166924,0.024283631
E09000027,Richmond upon Thames,-5.319884513,-2.275886356,-4.402575949,-2.028568714
E09000028,Southwark,-5.357830936,-2.45301874,-9.458801352,-6.13236092
E09000029,Sutton,-2.202915686,0.241860419,-2.146018103,0.342951352
E09000030,Tower Hamlets,-6.657455376,-3.677200784,-14.98875738,-12.02506597
E09000031,Waltham Forest,-3.169545694,-0.822620027,-0.913149666,1.611775651
E09000032,Wandsworth,-6.171551958,-2.719932244,0.130386828,3.946520635
E09000033,Westminster,-28.57262488,-26.15970031,-35.34209713,-30.39804202
W06000001,Isle of Anglesey,-2.521684308,-1.38508124,-3.504142699,-3.830280511
W06000002,Gwynedd,-5.326507758,-4.111393744,-7.428867732,-7.33948112
W06000003,Conwy,-1.860037436,-0.816093392,-1.529690791,0.49020972
W06000004,Denbighshire,2.883372149,3.890263978,3.379772167,2.47547912
W06000005,Flintshire,-1.085819592,-0.272298827,-0.076848829,-1.200623081
W06000006,Wrexham,-1.327302662,-0.269787289,-1.22062838,-1.781966644
W06000008,Ceredigion,-2.565343295,-1.555027531,-0.40232049,-0.223000378
W06000009,Pembrokeshire,-3.573861205,-2.407801453,-4.027868816,-4.175195996
W06000010,Carmarthenshire,-3.80966054,-2.645286415,-2.600098301,-2.490718058
W06000011,Swansea,-0.530544815,0.119893145,-0.619476686,-0.484253827
W06000012,Neath Port Talbot,0.077323818,0.736417453,-0.374863804,-0.254371946
W06000013,Bridgend,-1.84449837,-1.015953682,-1.90932353,-2.107381162
W06000014,The Vale of Glamorgan,-0.948081248,0.14941109,-0.968336569,-0.567552757
W06000015,Cardiff,-0.105114781,1.691258369,0.412232106,0.406946998
W06000016,Rhondda Cynon Taf,2.337437903,2.953824416,1.640026846,3.618322594
W06000018,Caerphilly,-1.267762782,-0.641079239,-1.153435826,-1.510610416
W06000019,Blaenau Gwent,-1.329756199,-0.712808382,-1.334918957,-1.552059194
W06000020,Torfaen,1.057014473,1.505444912,0.994067646,0.515719261
W06000021,Monmouthshire,-4.440182604,-3.051568634,-3.881949958,-4.572239272
W06000022,Newport,1.863937561,2.398509656,3.046016345,5.837714282
W06000023,Powys,-3.606831228,-2.431223652,-2.514968056,-3.037626134
W06000024,Merthyr Tydfil,0.525288192,1.476643568,1.888861088,3.858714803
