AREACD,AREANM,% difference between SPDv1.0 & Census 2011,% difference between SPDv2.0 & Census 2011,% difference between SPDv1.0 & Official estimates 2015,% difference between SPDv2.0 & Official estimates 2015
E07000077,Uttlesford,-4.34461667,-1.909474676,-4.625190453,-2.933200931
E07000078,Cheltenham,-5.361691929,-4.251419199,-2.047779636,-0.429422397
E07000079,Cotswold,-2.568834195,-0.977578142,-0.073345313,1.548635459
E07000080,Forest of Dean,0.307016973,1.698392097,-0.757813468,0.709262694
E07000081,Gloucester,-0.918072891,0.359309781,0.767704835,2.413989548
E07000082,Stroud,-0.300660264,1.052310834,-0.283089234,0.980865627
E07000083,Tewkesbury,-1.186957818,1.014903352,-2.575599765,-1.02079195
E07000084,Basingstoke and Deane,-1.715519287,0.643452666,0.207353931,1.91340481
E07000085,East Hampshire,0.066379149,1.928080618,0.950683439,2.241436633
E07000086,Eastleigh,-4.269200817,-2.170949242,-3.480011415,-2.166016676
E07000087,Fareham,-1.196360194,7.99E-03,-2.425141764,-1.136396468
E07000088,Gosport,-3.311288872,-2.507766669,-3.142595241,-2.299511317
E07000089,Hart,0.405809468,2.391726878,0.59290363,2.253794016
E07000090,Havant,0.356383863,0.848814581,-0.606847558,0.275839848
E07000091,New Forest,-0.567364718,0.91223337,-1.168340453,-0.077756408
E07000092,Rushmoor,-0.024731898,1.854897886,3.397371161,4.846167434
E07000093,Test Valley,-2.661673845,-0.904601179,0.29568558,1.83620753
E07000094,Winchester,-3.682699761,-1.458691923,-1.744776318,-0.505689344
E07000095,Broxbourne,3.81E-03,1.942706457,2.309235106,4.249363651
E07000096,Dacorum,-3.50158914,-1.61033671,-3.125920457,-1.562370583
E07000242,East Hertfordshire,-4.655796672,-1.844431686,-4.339546329,-2.040906273
E07000098,Hertsmere,0.080283994,2.00531377,2.822558248,5.043871816
E07000099,North Hertfordshire,-2.986240075,-1.005241133,-2.104502812,-0.619290246
E07000240,St Albans,-2.060410247,-0.049480215,0.020808902,2.127412949
E07000243,Stevenage,-0.182806743,1.509218293,1.754321286,3.331146383
E07000102,Three Rivers,-0.860466318,1.093466774,-0.570390218,1.866908513
E07000103,Watford,-4.355817249,-0.976303909,1.244025608,5.111242511
E07000241,Welwyn Hatfield,-0.968728469,0.899302939,-5.810546557,-3.789225994
E07000105,Ashford,-0.323775814,1.73537769,-0.672202502,0.986758687
E07000106,Canterbury,-1.374389455,-0.196003977,-4.43468513,-2.77795367
E07000107,Dartford,-6.250318259,-3.948148186,-6.300831245,-3.579861487
E07000108,Dover,-4.492203185,-3.38792988,-6.052405431,-4.216193797
E07000109,Gravesham,-3.361551473,-1.764990043,-2.706365692,-0.817618003
E07000110,Maidstone,-3.316370813,-1.364278756,-5.280179746,-3.787365506
E07000111,Sevenoaks,-2.364131882,-0.04504592,-4.14927408,-2.624005091
E07000112,Shepway,-3.793448809,-2.457890443,-5.509589864,-4.147194974
E07000113,Swale,-0.873696389,0.980116614,-1.516261732,-0.027568405
E07000114,Thanet,2.061461043,3.415375323,0.578400396,2.402979569
E07000115,Tonbridge and Malling,-3.148104603,-1.524563164,-4.748610623,-3.057849647
E07000116,Tunbridge Wells,-10.925101,-9.971113125,-9.72147554,-8.419547109
E07000117,Burnley,5.391290005,6.100562335,6.867221014,7.6148126
E07000118,Chorley,-4.498448711,-2.814653185,-4.924114441,-3.30643947
E07000119,Fylde,-0.376918823,1.248543603,-1.253277896,0.408527118
E07000120,Hyndburn,4.078406561,4.77693054,5.403214077,6.330813911
E07000121,Lancaster,5.056963578,5.642493254,-0.265909218,0.632161606
E07000122,Pendle,0.843919314,1.504291259,3.762932357,4.689802095
E07000123,Preston,3.539952297,4.721209261,4.308082769,5.110085886
E07000124,Ribble Valley,-1.7367847,-0.396711552,-1.641819901,-0.482170109
E07000125,Rossendale,0.966060968,2.04237878,0.865519704,2.236996092
E07000126,South Ribble,0.764212116,1.273141474,1.774044592,2.429952796
E07000127,West Lancashire,3.252128949,4.137314136,3.900368019,5.051166532
E07000128,Wyre,1.089841278,2.58050574,-0.445570533,0.447196697
E07000129,Blaby,-1.183869141,-1.52E-02,-1.493608226,-0.312400697
E07000130,Charnwood,1.268910271,2.457237622,-3.803165638,-2.445902124
E07000131,Harborough,-3.877289411,-1.843541329,-4.635298833,-3.118182793
E07000132,Hinckley and Bosworth,-0.387234221,0.855991333,-0.91226353,0.459413272
E07000133,Melton,-2.14683947,-1.020280116,-0.616940232,0.294448824
E07000134,North West Leicestershire,-2.51462629,-1.378557482,-3.261082844,-1.928755212
E07000135,Oadby and Wigston,0.822897861,1.79512476,2.131991622,4.318321784
E07000136,Boston,3.313223065,4.326517208,7.351750061,8.482788504
E07000137,East Lindsey,4.880248168,6.144140746,4.016142077,5.169343073
E07000138,Lincoln,3.230022613,3.510479503,3.421640124,4.309685375
E07000139,North Kesteven,-1.556670622,0.375919425,-2.182226382,-0.563103711
E07000140,South Holland,-2.108734015,-0.729868682,-0.851095708,0.49109206
E07000141,South Kesteven,-0.856383954,0.577592311,0.412406211,1.446633824
E07000142,West Lindsey,-0.347929845,1.089780244,-1.238318508,0.055762861
E07000143,Breckland,-5.231202086,-3.822538619,-2.783395573,-1.231649308
E07000144,Broadland,-1.623623533,-0.647158649,-0.911853599,0.108520389
E07000145,Great Yarmouth,2.548253905,3.001399164,5.579995697,6.138899615
E07000146,King's Lynn and West Norfolk,-2.272994957,-0.619687686,0.141813562,1.294047996
E07000147,North Norfolk,-3.959654117,-2.97149877,-4.638322727,-3.829855286
E07000148,Norwich,-0.984493444,-0.126597008,1.493282707,2.838779377
E07000149,South Norfolk,-4.360432149,-2.960200928,-3.296564165,-1.798125989
E07000150,Corby,2.744479356,4.681930405,4.463335205,6.145094279
E07000151,Daventry,0.364525748,1.870773508,0.229732246,1.476531184
E07000152,East Northamptonshire,-3.564549276,-2.320145146,-2.943047326,-1.33232549
E07000153,Kettering,1.284902609,2.653810721,3.066693252,4.305798073
E07000154,Northampton,3.366991234,4.673057354,6.963290506,8.384026348
E07000155,South Northamptonshire,1.30722899,3.209414839,0.316411318,2.032642319
E07000156,Wellingborough,3.68267317,4.632352927,7.449873137,8.217519971
E07000163,Craven,-1.736037471,-0.402606039,-0.649239183,0.463742273
E07000164,Hambleton,-4.034159267,-2.254324232,-4.580777545,-3.411301704
E07000165,Harrogate,-3.502153443,-1.987342088,0.152304033,1.482123175
E07000166,Richmondshire,-2.665025755,2.991285431,-8.445687266,-6.698772414
E07000167,Ryedale,-3.624387185,-2.355334499,-2.600329343,-1.258115341
E07000168,Scarborough,1.374654831,2.063622777,2.413106151,3.02175798
E07000169,Selby,-1.118487606,0.372116357,0.072663581,1.332858919
E07000170,Ashfield,-1.414306677,-0.337522003,-1.061477638,-0.090983803
E07000171,Bassetlaw,-1.720394031,-0.717885003,-0.582762413,0.177633429
E07000172,Broxtowe,-1.219241242,-0.229830222,-2.556458252,-1.397466992
E07000173,Gedling,-1.653506794,-0.405517858,-0.808477077,0.160155378
E07000174,Mansfield,-0.401461193,0.083708896,1.770303451,2.559151987
E07000175,Newark and Sherwood,-0.915502831,0.259573746,-0.540348481,0.633667663
E07000176,Rushcliffe,-4.933378329,-3.471993563,-5.858690255,-4.313729727
E07000177,Cherwell,-2.06053535,-0.452864892,-0.324925836,1.277633056
E07000178,Oxford,4.187100595,4.733397281,0.836546431,2.852981542
E07000179,South Oxfordshire,-1.05278305,0.883965565,0.26104893,2.133848183
E07000180,Vale of White Horse,1.77E-02,1.870370179,-2.252938459,-0.3254714
E07000181,West Oxfordshire,-1.297870517,1.263805665,-0.796927066,0.990818565
E07000187,Mendip,0.321721514,1.069683234,1.977537811,3.079719518
E07000188,Sedgemoor,0.412721736,1.31603726,0.921554545,2.166617742
E07000189,South Somerset,-0.50580838,0.736023013,1.126068399,2.361390318
E07000190,Taunton Deane,-0.438924177,0.184639747,0.493033391,1.449361646
E07000191,West Somerset,-0.73084024,0.288218646,2.391416529,3.470407196
E07000192,Cannock Chase,-3.339951262,-2.422563316,-2.656991842,-1.794873126
E07000193,East Staffordshire,-3.111017642,-2.116434736,0.971985973,1.770183167
E07000194,Lichfield,-3.569138121,-1.939710403,-2.820157194,-1.443962218
E07000195,Newcastle-under-Lyme,-3.796309408,-3.276207847,-6.421023537,-5.267739734
E07000196,South Staffordshire,-4.256491325,-3.18700458,-6.482508311,-5.20599244
E07000197,Stafford,-5.187455027,-4.018777634,-4.900459216,-3.957545029
E07000198,Staffordshire Moorlands,-2.506795647,-1.694476239,-2.41219313,-1.445857149
E07000199,Tamworth,0.406587393,1.108241095,2.188550076,2.764606169
E07000200,Babergh,-1.887560903,-0.842079886,-0.838159745,-0.160030453
E07000201,Forest Heath,-15.26926366,-13.0648981,-13.9821224,-11.81335238
E07000202,Ipswich,-4.213272519,-3.256622851,3.335013163,4.349730912
E07000203,Mid Suffolk,-3.206525686,-1.533154599,-3.075544888,-2.247995899
E07000204,St Edmundsbury,-8.13158438,-6.639668528,-6.800864173,-5.825460258
E07000205,Suffolk Coastal,-2.962004485,-1.287890453,-0.806321768,0.178389759
E07000206,Waveney,0.820673664,1.621217481,2.10134739,2.786435885
E07000207,Elmbridge,-5.993117727,-3.374963935,0.652408525,2.909607455
E07000208,Epsom and Ewell,-3.350566479,-0.658231805,-2.633446015,-0.178576968
E07000209,Guildford,0.037726576,1.914953164,-4.257578349,-2.786667532
E07000210,Mole Valley,-3.401006473,-1.528048922,0.547181332,1.6829969
E07000211,Reigate and Banstead,-5.510521803,-3.385811691,-3.740189262,-0.853308127
E07000212,Runnymede,-4.949821288,-1.797718377,-6.42390341,-3.8614311
E07000213,Spelthorne,-2.551939186,0.694456071,1.205237707,3.773391061
E07000214,Surrey Heath,-2.328583995,0.188524194,-0.038502716,1.876499347
E07000215,Tandridge,-3.702679698,-1.599763967,-2.640914555,-0.688753789
E07000216,Waverley,-2.909515725,-1.924508126,-0.492055051,0.771368522
E07000217,Woking,-4.301572937,-2.34418621,2.909339224,5.226400869
E07000218,North Warwickshire,-0.233102003,0.794273306,0.667957379,1.779324807
E07000219,Nuneaton and Bedworth,0.936119527,2.141533735,4.515321947,5.693600525
E07000220,Rugby,-3.359742027,-1.665604512,1.076549815,2.951885577
E07000221,Stratford-on-Avon,1.053142834,2.941689928,4.022423118,5.734779844
E07000222,Warwick,-4.931978993,-2.819940717,-1.872245301,-0.360930055
E07000223,Adur,0.904250318,2.660245954,1.235171474,2.543496768
E07000224,Arun,0.054905342,1.521834092,1.603210285,3.174333279
E07000225,Chichester,1.05076605,3.196211002,2.547829339,4.119245013
E07000226,Crawley,-2.53138049,-0.487190301,0.268829246,1.775561001
E07000227,Horsham,-3.262074212,-1.599775567,-2.674306776,-0.801241255
E07000228,Mid Sussex,-5.76377721,-3.912273888,-4.36324028,-2.50938391
E07000229,Worthing,-3.054558771,-1.338821045,-0.780208558,1.121446182
E07000234,Bromsgrove,-3.226711213,-1.713416088,-3.013285045,-1.147918104
E07000235,Malvern Hills,-2.266938246,-0.951731558,-1.329095114,0.049487532
E07000236,Redditch,-1.09773135,-0.495886317,1.507855721,0.772881362
E07000237,Worcester,-1.053423379,-0.084924414,1.648530504,3.027589827
E07000238,Wychavon,-0.250274523,0.836283018,-0.058743924,1.443631524
E07000239,Wyre Forest,1.765058573,2.127542336,2.467930292,3.420307354
E08000001,Bolton,3.602343847,4.870611469,5.695760653,6.989157256
E08000002,Bury,2.834246748,4.064766914,4.241136818,5.385721392
E08000003,Manchester,-4.76339583,-3.189903906,-1.829090028,0.768318751
E08000004,Oldham,0.764969339,1.833069597,2.88622064,4.088490491
E08000005,Rochdale,1.575582452,2.511321494,2.902815472,4.143427599
E08000006,Salford,-0.706431541,0.506555787,0.260124129,2.047568691
E08000007,Stockport,1.466646242,2.453860369,1.28810693,2.408092384
E08000008,Tameside,3.913898267,5.335432736,5.743737487,7.226563632
E08000009,Trafford,-1.531190246,-0.317422674,-0.678549931,1.171206407
E08000010,Wigan,-1.524963815,-0.637834619,-1.356677082,-0.39736009
E08000011,Knowsley,11.22701283,11.48267269,11.00861948,11.62680878
E08000012,Liverpool,-0.723551771,-0.072317004,1.49E-03,1.406217796
E08000013,St. Helens,3.024485803,3.80631178,2.95912711,3.855405977
E08000014,Sefton,2.801556962,3.192001929,3.613526401,4.425950567
E08000015,Wirral,1.68093225,2.414805486,2.30518326,3.22225122
E08000016,Barnsley,0.321082613,1.234932867,0.5339327,1.460857583
E08000017,Doncaster,-3.279490335,-2.614385882,-1.68444567,-0.848370385
E08000018,Rotherham,0.917014242,1.505928667,2.879665836,3.784351606
E08000019,Sheffield,-3.942883676,-3.405261768,-3.914237884,-3.022445602
E08000037,Gateshead,-3.02084014,-2.369251479,-1.386009246,-0.190898122
E08000021,Newcastle upon Tyne,1.326805956,1.488596064,1.765854166,2.731650828
E08000022,North Tyneside,0.541255078,1.645984537,1.188032528,2.495926118
E08000023,South Tyneside,2.489125034,2.83008461,2.071882627,2.952972958
E08000024,Sunderland,5.084331925,5.303277449,3.935029832,4.339415158
E08000025,Birmingham,-0.318161515,0.731122927,3.186251997,4.364495596
E08000026,Coventry,4.286491837,5.247053258,-1.789367868,-0.355496719
E08000027,Dudley,-1.323117283,-0.432294418,-0.508102177,0.474830242
E08000028,Sandwell,0.15757229,1.736192378,3.108895348,4.651332038
E08000029,Solihull,1.810769628,3.195831409,2.271028463,4.213868768
E08000030,Walsall,-2.217191049,-1.073475594,-0.912697376,0.520987278
E08000031,Wolverhampton,-0.814809337,0.113744209,2.989061234,4.203345459
E08000032,Bradford,-0.926731785,0.495646104,2.802737144,4.181259112
E08000033,Calderdale,-0.147971462,1.285337347,0.732174973,1.994427466
E08000034,Kirklees,-3.61694827,-2.582387822,-2.859477096,-1.627177644
E08000035,Leeds,3.752924631,4.812568373,5.411374522,7.063075974
E08000036,Wakefield,1.423496859,2.289425424,2.62702613,3.59912739
E09000001,City of London,13.76895126,9.897189945,-18.15198908,-17.88714529
E09000002,Barking and Dagenham,-1.511910601,2.080196907,-0.080405527,4.105982283
E09000003,Barnet,-10.9240884,-8.008661232,-8.470308159,-5.553807175
E09000004,Bexley,-2.20236658,-0.284622953,-3.671106918,-1.245567358
E09000005,Brent,-11.96488402,-9.943498141,9.42464315,12.0271469
E09000006,Bromley,-1.030780224,0.776978717,-1.962320008,0.938309816
E09000007,Camden,-11.29159128,-9.810992368,-20.8203928,-18.36692827
E09000008,Croydon,-4.672071518,-1.56668852,-1.083409257,2.419189989
E09000009,Ealing,-3.683714508,-1.715305308,10.30647429,12.83159176
E09000010,Enfield,-9.560999819,-5.890809491,-3.811812398,-0.813440161
E09000011,Greenwich,-6.562779634,-4.310220054,-7.691142902,-4.164114611
E09000012,Hackney,-7.44813811,-5.528492592,-8.792872559,-5.395535842
E09000013,Hammersmith and Fulham,-10.61828195,-9.427172342,3.661590682,6.458763497
E09000014,Haringey,-16.83649061,-14.27426368,-4.926230132,-2.601771511
E09000015,Harrow,-12.80011267,-11.06441571,3.76310404,5.841440995
E09000016,Havering,-0.109080052,1.771610522,-1.387818514,0.912076857
E09000017,Hillingdon,-2.366829187,-0.166127498,-1.289321199,1.649563989
E09000018,Hounslow,-0.458182049,1.930407967,7.287429315,9.860439746
E09000019,Islington,-7.624276367,-5.148074982,-12.70846267,-9.955772359
E09000020,Kensington and Chelsea,-39.12733968,-37.53673341,-30.83579463,-25.46640572
E09000021,Kingston upon Thames,-4.893655455,-2.529893885,-9.329185612,-6.541023087
E09000022,Lambeth,-2.904074893,-0.355060196,-7.299602344,-2.964947714
E09000023,Lewisham,-3.139300082,-0.729678618,-7.099544914,-4.215429792
E09000024,Merton,-2.587237759,0.635414826,5.129754939,9.076525561
E09000025,Newham,-2.477185792,-0.544111751,-2.167411729,0.745349364
E09000026,Redbridge,-5.754323615,-1.749007342,-4.01613601,0.025254976
E09000027,Richmond upon Thames,-5.532679893,-2.36692181,-4.578678987,-2.109711462
E09000028,Southwark,-5.572144173,-2.551139489,-9.837153406,-6.377655357
E09000029,Sutton,-2.291032314,0.251534836,-2.231858827,0.356669406
E09000030,Tower Hamlets,-6.923753591,-3.824288816,-15.58830768,-12.50606861
E09000031,Waltham Forest,-3.296327521,-0.855524828,-0.949675653,1.676246677
E09000032,Wandsworth,-6.418414036,-2.828729533,0.135602301,4.104381461
E09000033,Westminster,-29.71552988,-27.20608832,-36.75578102,-31.6139637
W06000001,Isle of Anglesey,-2.62255168,-1.44048449,-3.644308407,-3.983491732
W06000002,Gwynedd,-5.539568068,-4.275849493,-7.726022441,-7.633060365
W06000003,Conwy,-1.934438934,-0.848737128,-1.590878423,0.509818109
W06000004,Denbighshire,2.998707035,4.045874537,3.514963054,2.574498285
W06000005,Flintshire,-1.129252376,-0.28319078,-0.079922782,-1.248648004
W06000006,Wrexham,-1.380394769,-0.280578781,-1.269453516,-1.853245309
W06000008,Ceredigion,-2.667957027,-1.617228632,-0.41841331,-0.231920393
W06000009,Pembrokeshire,-3.716815653,-2.504113511,-4.188983569,-4.342203836
W06000010,Carmarthenshire,-3.962046962,-2.751097872,-2.704102233,-2.590346781
W06000011,Swansea,-0.551766607,0.124688871,-0.644255754,-0.50362398
W06000012,Neath Port Talbot,0.080416771,0.765874151,-0.389858356,-0.264546824
W06000013,Bridgend,-1.918278305,-1.056591829,-1.985696472,-2.191676408
W06000014,The Vale of Glamorgan,-0.986004498,0.155387534,-1.007070032,-0.590254867
W06000015,Cardiff,-0.109319372,1.758908704,0.42872139,0.423224878
W06000016,Rhondda Cynon Taf,2.430935419,3.071977393,1.705627919,3.763055497
W06000018,Caerphilly,-1.318473293,-0.666722408,-1.199573259,-1.571034832
W06000019,Blaenau Gwent,-1.382946447,-0.741320717,-1.388315715,-1.614141562
W06000020,Torfaen,1.099295052,1.565662709,1.033830352,0.536348032
W06000021,Monmouthshire,-4.617789908,-3.17363138,-4.037227956,-4.755128842
W06000022,Newport,1.938495064,2.494450043,3.167856999,6.071222854
W06000023,Powys,-3.751104477,-2.528472598,-2.615566778,-3.15913118
W06000024,Merthyr Tydfil,0.54629972,1.535709311,1.964415532,4.013063395
